setting_name,include_labels,include_meshes,top_k,idx,gold,pred,first_answer,confidence,used_retrieval,t_self_ms,t_retrieve_ms,t_total_ms
with_labels_mesh,1,1,5,485,yes,yes,yes,high,0,116.238,0.000,116.238
with_labels_mesh,1,1,5,486,yes,yes,yes,high,0,114.849,0.000,114.850
with_labels_mesh,1,1,5,487,yes,yes,yes,high,0,115.751,0.000,115.752
with_labels_mesh,1,1,5,488,yes,maybe,maybe,medium,1,115.028,67.185,237.983
with_labels_mesh,1,1,5,489,yes,maybe,maybe,medium,1,117.553,66.696,242.745
with_labels_mesh,1,1,5,490,no,maybe,maybe,medium,1,118.129,65.690,245.266
with_labels_mesh,1,1,5,491,no,maybe,maybe,medium,1,117.100,66.545,239.481
with_labels_mesh,1,1,5,492,yes,maybe,maybe,medium,1,118.184,67.492,247.412
with_labels_mesh,1,1,5,493,no,yes,yes,high,0,116.661,0.000,116.662
with_labels_mesh,1,1,5,494,yes,no,no,high,0,114.869,0.000,114.869
with_labels_mesh,1,1,5,495,yes,no,no,high,0,115.286,0.000,115.286
with_labels_mesh,1,1,5,496,yes,maybe,maybe,medium,1,115.518,67.177,248.256
with_labels_mesh,1,1,5,497,yes,yes,yes,high,0,664.875,0.000,664.875
with_labels_mesh,1,1,5,498,no,maybe,maybe,medium,1,114.736,65.928,222.110
with_labels_mesh,1,1,5,499,no,no,no,high,0,116.020,0.000,116.020
with_labels_mesh,1,1,5,500,no,maybe,maybe,medium,1,115.191,66.565,230.393
with_labels_mesh,1,1,5,501,maybe,yes,maybe,medium,1,117.096,65.975,248.941
with_labels_mesh,1,1,5,502,yes,maybe,maybe,medium,1,116.935,65.771,240.600
with_labels_mesh,1,1,5,503,no,no,no,high,0,117.428,0.000,117.429
with_labels_mesh,1,1,5,504,yes,yes,yes,high,0,114.805,0.000,114.806
with_labels_mesh,1,1,5,505,no,maybe,maybe,medium,1,114.955,66.034,236.133
with_labels_mesh,1,1,5,506,yes,maybe,maybe,medium,1,116.343,65.814,241.566
with_labels_mesh,1,1,5,507,no,no,no,high,0,116.655,0.000,116.655
with_labels_mesh,1,1,5,508,no,yes,yes,high,0,115.192,0.000,115.193
with_labels_mesh,1,1,5,509,yes,maybe,maybe,medium,1,115.014,65.824,230.922
with_labels_mesh,1,1,5,510,yes,yes,maybe,medium,1,117.029,65.848,262.481
with_labels_mesh,1,1,5,511,yes,yes,yes,high,0,117.433,0.000,117.433
with_labels_mesh,1,1,5,512,yes,yes,maybe,medium,1,114.781,65.802,235.813
with_labels_mesh,1,1,5,513,no,no,no,high,0,663.181,0.000,663.182
with_labels_mesh,1,1,5,514,yes,yes,maybe,medium,1,115.334,65.940,242.662
with_labels_mesh,1,1,5,515,maybe,maybe,maybe,low,1,116.841,66.010,247.229
with_labels_mesh,1,1,5,516,no,maybe,maybe,medium,1,116.715,66.320,241.368
with_labels_mesh,1,1,5,517,yes,maybe,maybe,medium,1,115.423,66.312,236.242
with_labels_mesh,1,1,5,518,yes,maybe,maybe,medium,1,116.519,65.925,251.667
with_labels_mesh,1,1,5,519,no,yes,yes,high,0,117.408,0.000,117.409
with_labels_mesh,1,1,5,520,yes,maybe,maybe,medium,1,114.805,66.577,237.887
with_labels_mesh,1,1,5,521,yes,maybe,maybe,medium,1,116.555,65.995,240.818
with_labels_mesh,1,1,5,522,yes,yes,yes,high,0,117.027,0.000,117.028
with_labels_mesh,1,1,5,523,yes,yes,maybe,medium,1,114.957,66.516,249.564
with_labels_mesh,1,1,5,524,no,yes,yes,high,0,119.458,0.000,119.459
with_labels_mesh,1,1,5,525,yes,maybe,maybe,medium,1,114.851,66.786,242.432
with_labels_mesh,1,1,5,526,yes,maybe,maybe,medium,1,116.779,66.200,247.154
with_labels_mesh,1,1,5,527,yes,yes,yes,high,0,117.417,0.000,117.418
with_labels_mesh,1,1,5,528,no,yes,maybe,medium,1,114.969,67.009,243.283
with_labels_mesh,1,1,5,529,yes,yes,yes,high,0,118.065,0.000,118.066
with_labels_mesh,1,1,5,530,yes,maybe,maybe,medium,1,115.039,66.016,231.901
with_labels_mesh,1,1,5,531,yes,maybe,maybe,medium,1,116.827,67.061,236.512
with_labels_mesh,1,1,5,532,yes,yes,yes,high,0,115.759,0.000,115.760
with_labels_mesh,1,1,5,533,yes,yes,maybe,medium,1,114.941,65.780,238.155
with_labels_mesh,1,1,5,534,yes,yes,maybe,medium,1,115.923,66.156,243.887
with_labels_mesh,1,1,5,535,yes,maybe,maybe,medium,1,116.392,65.944,236.727
with_labels_mesh,1,1,5,536,yes,yes,yes,high,0,117.161,0.000,117.162
with_labels_mesh,1,1,5,537,no,maybe,maybe,medium,1,114.868,66.397,238.328
with_labels_mesh,1,1,5,538,no,yes,yes,high,0,116.069,0.000,116.070
with_labels_mesh,1,1,5,539,no,no,no,high,0,661.731,0.000,661.732
with_labels_mesh,1,1,5,540,yes,yes,yes,high,0,115.361,0.000,115.361
with_labels_mesh,1,1,5,541,yes,yes,maybe,medium,1,114.600,65.504,247.490
with_labels_mesh,1,1,5,542,yes,yes,yes,high,0,119.415,0.000,119.415
with_labels_mesh,1,1,5,543,yes,maybe,maybe,medium,1,115.060,66.309,232.096
with_labels_mesh,1,1,5,544,yes,yes,yes,high,0,116.115,0.000,116.115
with_labels_mesh,1,1,5,545,yes,maybe,maybe,medium,1,114.939,66.730,223.644
with_labels_mesh,1,1,5,546,yes,maybe,maybe,medium,1,116.157,66.291,239.945
with_labels_mesh,1,1,5,547,yes,no,maybe,medium,1,116.493,66.193,247.966
with_labels_mesh,1,1,5,548,yes,maybe,maybe,medium,1,118.176,66.683,224.902
with_labels_mesh,1,1,5,549,yes,maybe,maybe,medium,1,117.288,65.991,249.957
with_labels_mesh,1,1,5,550,no,yes,yes,high,0,117.472,0.000,117.472
with_labels_mesh,1,1,5,551,yes,maybe,maybe,medium,1,115.074,66.543,252.120
with_labels_mesh,1,1,5,552,no,maybe,maybe,medium,1,117.653,66.357,249.861
with_labels_mesh,1,1,5,553,yes,maybe,maybe,medium,1,118.261,67.808,252.447
with_labels_mesh,1,1,5,554,no,yes,yes,high,0,664.637,0.000,664.637
with_labels_mesh,1,1,5,555,no,yes,yes,high,0,115.639,0.000,115.639
with_labels_mesh,1,1,5,556,yes,yes,yes,high,0,114.926,0.000,114.927
with_labels_mesh,1,1,5,557,yes,maybe,maybe,medium,1,114.892,66.375,242.919
with_labels_mesh,1,1,5,558,no,no,maybe,medium,1,118.064,66.291,254.798
with_labels_mesh,1,1,5,559,yes,yes,yes,high,0,118.303,0.000,118.304
with_labels_mesh,1,1,5,560,no,maybe,maybe,medium,1,114.734,66.084,232.364
with_labels_mesh,1,1,5,561,no,yes,yes,high,0,116.737,0.000,116.737
with_labels_mesh,1,1,5,562,yes,maybe,maybe,medium,1,114.896,66.030,234.045
with_labels_mesh,1,1,5,563,no,no,maybe,medium,1,116.524,65.892,242.767
with_labels_mesh,1,1,5,564,yes,yes,yes,high,0,117.109,0.000,117.110
with_labels_mesh,1,1,5,565,yes,yes,yes,high,0,662.197,0.000,662.197
with_labels_mesh,1,1,5,566,no,maybe,maybe,medium,1,115.203,66.756,239.789
with_labels_mesh,1,1,5,567,yes,maybe,maybe,medium,1,116.488,67.253,245.885
with_labels_mesh,1,1,5,568,yes,maybe,maybe,medium,1,117.469,66.465,245.560
with_labels_mesh,1,1,5,569,yes,yes,yes,high,0,117.691,0.000,117.691
with_labels_mesh,1,1,5,570,yes,yes,yes,high,0,115.104,0.000,115.104
with_labels_mesh,1,1,5,571,yes,yes,maybe,low,1,115.242,66.005,231.687
with_labels_mesh,1,1,5,572,yes,maybe,maybe,medium,1,115.713,66.947,223.218
with_labels_mesh,1,1,5,573,no,maybe,maybe,medium,1,116.089,66.571,238.335
with_labels_mesh,1,1,5,574,yes,no,maybe,medium,1,117.432,67.204,244.840
with_labels_mesh,1,1,5,575,yes,maybe,maybe,medium,1,116.755,66.135,248.029
with_labels_mesh,1,1,5,576,yes,yes,yes,high,0,118.756,0.000,118.756
with_labels_mesh,1,1,5,577,yes,yes,maybe,medium,1,115.052,66.140,248.885
with_labels_mesh,1,1,5,578,no,maybe,maybe,medium,1,117.096,66.090,239.388
with_labels_mesh,1,1,5,579,yes,maybe,maybe,medium,1,116.723,66.100,230.672
with_labels_mesh,1,1,5,580,yes,yes,yes,high,0,116.688,0.000,116.689
with_labels_mesh,1,1,5,581,no,maybe,maybe,medium,1,116.087,67.303,250.932
with_labels_mesh,1,1,5,582,no,no,no,high,0,117.305,0.000,117.306
with_labels_mesh,1,1,5,583,yes,yes,yes,high,0,115.177,0.000,115.177
with_labels_mesh,1,1,5,584,yes,maybe,maybe,medium,1,115.685,67.243,243.103
with_labels_mesh,1,1,5,585,no,maybe,maybe,medium,1,117.294,66.493,229.858
with_labels_mesh,1,1,5,586,yes,maybe,maybe,medium,1,116.017,66.230,240.472
with_labels_mesh,1,1,5,587,maybe,maybe,maybe,medium,1,116.608,66.137,246.249
with_labels_mesh,1,1,5,588,yes,yes,maybe,medium,1,117.716,66.532,249.801
with_labels_mesh,1,1,5,589,no,no,maybe,medium,1,117.443,66.504,253.764
with_labels_mesh,1,1,5,590,yes,maybe,maybe,medium,1,117.102,66.488,251.573
with_labels_mesh,1,1,5,591,no,yes,yes,high,0,665.721,0.000,665.721
with_labels_mesh,1,1,5,592,yes,maybe,maybe,medium,1,114.830,66.280,246.346
with_labels_mesh,1,1,5,593,maybe,yes,yes,high,0,665.257,0.000,665.258
with_labels_mesh,1,1,5,594,maybe,yes,yes,high,0,115.020,0.000,115.021
with_labels_mesh,1,1,5,595,maybe,maybe,maybe,medium,1,115.243,66.003,222.809
with_labels_mesh,1,1,5,596,no,maybe,maybe,medium,1,116.479,66.317,235.571
with_labels_mesh,1,1,5,597,yes,maybe,maybe,medium,1,116.721,66.282,231.487
with_labels_mesh,1,1,5,598,no,maybe,maybe,medium,1,116.827,66.355,247.717
with_labels_mesh,1,1,5,599,yes,maybe,maybe,low,1,118.156,67.119,242.382
with_labels_mesh,1,1,5,600,yes,yes,yes,high,0,116.828,0.000,116.829
with_labels_mesh,1,1,5,601,yes,yes,yes,high,0,114.919,0.000,114.920
with_labels_mesh,1,1,5,602,yes,maybe,maybe,high,0,114.824,0.000,114.824
with_labels_mesh,1,1,5,603,yes,maybe,maybe,high,0,114.969,0.000,114.969
with_labels_mesh,1,1,5,604,yes,yes,yes,high,0,114.796,0.000,114.797
with_labels_mesh,1,1,5,605,yes,maybe,maybe,medium,1,115.071,67.056,236.063
with_labels_mesh,1,1,5,606,no,maybe,maybe,medium,1,116.613,66.131,239.515
with_labels_mesh,1,1,5,607,yes,yes,yes,high,0,664.330,0.000,664.330
with_labels_mesh,1,1,5,608,yes,yes,yes,high,0,662.072,0.000,662.073
with_labels_mesh,1,1,5,609,no,maybe,maybe,medium,1,114.970,66.878,240.397
with_labels_mesh,1,1,5,610,yes,maybe,maybe,low,1,117.301,67.411,249.844
with_labels_mesh,1,1,5,611,yes,maybe,maybe,medium,1,117.800,66.186,243.573
with_labels_mesh,1,1,5,612,no,yes,yes,high,0,116.981,0.000,116.982
with_labels_mesh,1,1,5,613,no,maybe,maybe,medium,1,115.213,66.574,257.418
with_labels_mesh,1,1,5,614,maybe,yes,yes,high,0,116.688,0.000,116.688
with_labels_mesh,1,1,5,615,yes,yes,yes,high,0,115.005,0.000,115.006
with_labels_mesh,1,1,5,616,yes,yes,yes,high,0,661.736,0.000,661.737
with_labels_mesh,1,1,5,617,no,no,maybe,medium,1,115.545,67.619,252.320
with_labels_mesh,1,1,5,618,yes,yes,yes,high,0,118.031,0.000,118.032
with_labels_mesh,1,1,5,619,yes,maybe,maybe,medium,1,115.007,66.384,248.934
with_labels_mesh,1,1,5,620,no,yes,yes,high,0,116.022,0.000,116.023
with_labels_mesh,1,1,5,621,yes,yes,maybe,medium,1,114.853,66.757,240.099
with_labels_mesh,1,1,5,622,yes,yes,yes,high,0,116.720,0.000,116.721
with_labels_mesh,1,1,5,623,yes,no,no,high,0,115.904,0.000,115.905
with_labels_mesh,1,1,5,624,no,yes,yes,high,0,114.825,0.000,114.826
with_labels_mesh,1,1,5,625,yes,yes,yes,high,0,115.100,0.000,115.100
with_labels_mesh,1,1,5,626,yes,maybe,maybe,medium,1,115.559,67.000,226.580
with_labels_mesh,1,1,5,627,no,no,no,high,0,116.417,0.000,116.418
with_labels_mesh,1,1,5,628,no,maybe,maybe,medium,1,115.001,66.033,260.593
with_labels_mesh,1,1,5,629,yes,maybe,maybe,medium,1,118.161,66.079,243.306
with_labels_mesh,1,1,5,630,maybe,yes,yes,high,0,117.660,0.000,117.660
with_labels_mesh,1,1,5,631,yes,maybe,maybe,low,1,115.330,66.152,232.241
with_labels_mesh,1,1,5,632,yes,maybe,maybe,medium,1,116.762,66.093,240.761
with_labels_mesh,1,1,5,633,no,maybe,maybe,medium,1,117.241,65.407,225.820
with_labels_mesh,1,1,5,634,no,yes,yes,high,0,662.969,0.000,662.970
with_labels_mesh,1,1,5,635,no,maybe,maybe,medium,1,115.041,66.587,227.167
with_labels_mesh,1,1,5,636,no,maybe,maybe,medium,1,116.436,66.163,239.439
with_labels_mesh,1,1,5,637,yes,maybe,maybe,medium,1,116.678,65.266,239.540
with_labels_mesh,1,1,5,638,no,yes,maybe,medium,1,117.304,65.717,233.673
with_labels_mesh,1,1,5,639,yes,maybe,maybe,low,1,117.170,66.299,239.397
with_labels_mesh,1,1,5,640,yes,maybe,maybe,medium,1,117.316,66.302,239.408
with_labels_mesh,1,1,5,641,no,yes,yes,high,0,117.431,0.000,117.432
with_labels_mesh,1,1,5,642,no,no,no,high,0,115.249,0.000,115.250
with_labels_mesh,1,1,5,643,no,yes,yes,high,0,661.553,0.000,661.554
with_labels_mesh,1,1,5,644,yes,maybe,maybe,medium,1,114.915,65.616,233.777
with_labels_mesh,1,1,5,645,no,yes,yes,high,0,117.227,0.000,117.228
with_labels_mesh,1,1,5,646,no,yes,maybe,medium,1,114.826,66.509,237.480
with_labels_mesh,1,1,5,647,yes,yes,maybe,medium,1,116.831,65.986,252.338
with_labels_mesh,1,1,5,648,yes,maybe,maybe,medium,1,117.464,65.984,234.558
with_labels_mesh,1,1,5,649,no,maybe,maybe,medium,1,117.847,65.886,245.459
with_labels_mesh,1,1,5,650,yes,maybe,maybe,medium,1,118.323,67.559,239.691
with_labels_mesh,1,1,5,651,no,no,no,high,0,116.184,0.000,116.185
with_labels_mesh,1,1,5,652,no,yes,maybe,medium,1,115.022,66.024,235.438
with_labels_mesh,1,1,5,653,no,maybe,maybe,medium,1,665.151,66.331,809.472
with_labels_mesh,1,1,5,654,no,no,maybe,medium,1,117.403,66.496,239.573
with_labels_mesh,1,1,5,655,yes,yes,maybe,medium,1,117.727,66.097,244.142
with_labels_mesh,1,1,5,656,no,yes,maybe,medium,1,118.701,66.062,256.160
with_labels_mesh,1,1,5,657,no,yes,yes,high,0,117.171,0.000,117.172
with_labels_mesh,1,1,5,658,yes,yes,yes,high,0,115.085,0.000,115.086
with_labels_mesh,1,1,5,659,yes,maybe,maybe,medium,1,115.413,67.660,256.056
with_labels_mesh,1,1,5,660,yes,yes,yes,high,0,116.666,0.000,116.667
with_labels_mesh,1,1,5,661,yes,yes,maybe,medium,1,115.539,65.575,242.931
with_labels_mesh,1,1,5,662,no,yes,yes,high,0,664.187,0.000,664.188
with_labels_mesh,1,1,5,663,no,maybe,maybe,medium,1,115.171,66.289,248.367
with_labels_mesh,1,1,5,664,yes,yes,yes,high,0,116.051,0.000,116.051
with_labels_mesh,1,1,5,665,yes,maybe,maybe,medium,1,114.913,65.952,238.981
with_labels_mesh,1,1,5,666,no,yes,maybe,medium,1,116.903,66.329,240.827
with_labels_mesh,1,1,5,667,yes,yes,maybe,medium,1,116.773,66.231,245.335
with_labels_mesh,1,1,5,668,yes,maybe,maybe,medium,1,116.767,66.431,255.847
with_labels_mesh,1,1,5,669,no,yes,yes,high,0,117.105,0.000,117.105
with_labels_mesh,1,1,5,670,yes,maybe,maybe,medium,1,114.930,66.684,237.745
with_labels_mesh,1,1,5,671,no,yes,yes,high,0,117.040,0.000,117.041
with_labels_mesh,1,1,5,672,no,maybe,maybe,medium,1,114.799,66.495,234.584
with_labels_mesh,1,1,5,673,no,maybe,maybe,medium,1,116.371,66.933,252.970
with_labels_mesh,1,1,5,674,yes,yes,yes,high,0,117.188,0.000,117.188
with_labels_mesh,1,1,5,675,yes,maybe,maybe,medium,1,115.007,66.365,253.164
with_labels_mesh,1,1,5,676,yes,maybe,maybe,medium,1,117.496,66.535,258.716
with_labels_mesh,1,1,5,677,yes,yes,yes,high,0,119.826,0.000,119.827
with_labels_mesh,1,1,5,678,no,maybe,maybe,medium,1,115.912,65.865,231.234
with_labels_mesh,1,1,5,679,yes,maybe,maybe,medium,1,117.506,66.074,243.063
with_labels_mesh,1,1,5,680,yes,maybe,maybe,medium,1,117.995,66.492,258.212
with_labels_mesh,1,1,5,681,yes,maybe,maybe,medium,1,118.019,66.319,249.538
with_labels_mesh,1,1,5,682,yes,maybe,maybe,medium,1,118.381,66.982,236.596
with_labels_mesh,1,1,5,683,yes,yes,yes,high,0,118.378,0.000,118.378
with_labels_mesh,1,1,5,684,yes,no,no,high,0,115.783,0.000,115.783
with_labels_mesh,1,1,5,685,no,yes,yes,high,0,115.946,0.000,115.947
with_labels_mesh,1,1,5,686,yes,yes,maybe,medium,1,116.420,65.280,239.089
with_labels_mesh,1,1,5,687,yes,yes,maybe,medium,1,117.169,66.080,235.201
with_labels_mesh,1,1,5,688,no,maybe,maybe,medium,1,117.099,66.576,245.056
with_labels_mesh,1,1,5,689,no,yes,maybe,medium,1,118.836,66.468,249.350
with_labels_mesh,1,1,5,690,yes,maybe,maybe,medium,1,118.018,66.030,248.697
with_labels_mesh,1,1,5,691,yes,yes,maybe,medium,1,117.779,65.495,249.377
with_labels_mesh,1,1,5,692,yes,yes,yes,high,0,118.155,0.000,118.156
with_labels_mesh,1,1,5,693,no,maybe,maybe,medium,1,116.333,67.097,258.427
with_labels_mesh,1,1,5,694,yes,yes,yes,high,0,117.508,0.000,117.509
with_labels_mesh,1,1,5,695,yes,yes,maybe,medium,1,116.180,65.823,223.626
with_labels_mesh,1,1,5,696,no,yes,maybe,medium,1,117.103,66.795,233.258
with_labels_mesh,1,1,5,697,yes,maybe,maybe,medium,1,118.336,66.505,235.405
with_labels_mesh,1,1,5,698,yes,maybe,maybe,medium,1,117.962,66.226,235.157
with_labels_mesh,1,1,5,699,yes,yes,yes,high,0,116.615,0.000,116.616
with_labels_mesh,1,1,5,700,maybe,maybe,maybe,medium,1,115.887,66.034,241.729
with_labels_mesh,1,1,5,701,yes,maybe,maybe,medium,1,116.526,66.366,238.509
with_labels_mesh,1,1,5,702,yes,yes,yes,high,0,116.730,0.000,116.730
with_labels_mesh,1,1,5,703,yes,maybe,maybe,medium,1,115.493,65.995,248.764
with_labels_mesh,1,1,5,704,yes,maybe,maybe,medium,1,116.956,66.441,240.838
with_labels_mesh,1,1,5,705,yes,yes,maybe,medium,1,116.081,66.149,234.809
with_labels_mesh,1,1,5,706,no,maybe,maybe,medium,1,117.206,67.240,242.661
with_labels_mesh,1,1,5,707,yes,yes,yes,high,0,116.535,0.000,116.536
with_labels_mesh,1,1,5,708,yes,maybe,maybe,medium,1,114.855,66.636,242.845
with_labels_mesh,1,1,5,709,no,yes,yes,high,0,664.350,0.000,664.351
with_labels_mesh,1,1,5,710,no,yes,yes,high,0,115.245,0.000,115.246
with_labels_mesh,1,1,5,711,no,yes,yes,high,0,115.227,0.000,115.227
with_labels_mesh,1,1,5,712,yes,yes,yes,high,0,114.604,0.000,114.604
with_labels_mesh,1,1,5,713,no,no,no,high,0,115.171,0.000,115.172
with_labels_mesh,1,1,5,714,yes,maybe,maybe,medium,1,115.046,66.441,251.035
with_labels_mesh,1,1,5,715,no,yes,maybe,medium,1,118.932,66.426,256.815
with_labels_mesh,1,1,5,716,no,no,maybe,medium,1,117.094,66.913,249.161
with_labels_mesh,1,1,5,717,yes,yes,yes,high,0,116.906,0.000,116.906
with_labels_mesh,1,1,5,718,maybe,maybe,maybe,medium,1,115.285,66.096,238.380
with_labels_mesh,1,1,5,719,no,no,maybe,medium,1,116.473,66.919,234.666
with_labels_mesh,1,1,5,720,no,yes,yes,high,0,664.646,0.000,664.647
with_labels_mesh,1,1,5,721,maybe,maybe,maybe,medium,1,116.066,68.125,249.225
with_labels_mesh,1,1,5,722,yes,maybe,maybe,medium,1,117.266,66.507,233.425
with_labels_mesh,1,1,5,723,yes,yes,yes,high,0,116.689,0.000,116.689
with_labels_mesh,1,1,5,724,yes,maybe,maybe,medium,1,115.038,66.698,235.627
with_labels_mesh,1,1,5,725,yes,yes,maybe,medium,1,116.392,65.771,229.762
with_labels_mesh,1,1,5,726,no,maybe,maybe,medium,1,116.453,65.711,246.453
with_labels_mesh,1,1,5,727,yes,yes,yes,high,0,117.239,0.000,117.239
with_labels_mesh,1,1,5,728,yes,yes,yes,high,0,115.075,0.000,115.076
with_labels_mesh,1,1,5,729,maybe,yes,yes,high,0,115.130,0.000,115.131
with_labels_mesh,1,1,5,730,no,maybe,maybe,medium,1,114.414,66.104,231.896
with_labels_mesh,1,1,5,731,no,maybe,maybe,medium,1,116.129,65.641,239.292
with_labels_mesh,1,1,5,732,no,maybe,maybe,medium,1,117.221,66.848,234.510
with_labels_mesh,1,1,5,733,no,yes,yes,high,0,117.686,0.000,117.686
with_labels_mesh,1,1,5,734,maybe,maybe,maybe,medium,1,115.307,66.082,230.746
with_labels_mesh,1,1,5,735,yes,yes,maybe,medium,1,118.037,66.855,241.027
with_labels_mesh,1,1,5,736,maybe,maybe,maybe,medium,1,115.834,65.804,237.964
with_labels_mesh,1,1,5,737,yes,yes,yes,high,0,665.203,0.000,665.204
with_labels_mesh,1,1,5,738,no,yes,yes,high,0,114.486,0.000,114.487
with_labels_mesh,1,1,5,739,yes,maybe,maybe,medium,1,115.129,68.945,241.301
with_labels_mesh,1,1,5,740,no,maybe,maybe,low,1,116.601,69.465,242.326
with_labels_mesh,1,1,5,741,yes,maybe,maybe,medium,1,116.049,68.305,255.014
with_labels_mesh,1,1,5,742,yes,maybe,maybe,medium,1,117.418,68.438,248.986
with_labels_mesh,1,1,5,743,no,no,no,high,0,116.744,0.000,116.745
with_labels_mesh,1,1,5,744,no,maybe,maybe,medium,1,114.772,68.673,237.865
with_labels_mesh,1,1,5,745,yes,yes,yes,high,0,116.188,0.000,116.189
with_labels_mesh,1,1,5,746,no,maybe,maybe,medium,1,114.691,69.248,245.946
with_labels_mesh,1,1,5,747,yes,maybe,maybe,medium,1,115.711,68.976,239.101
with_labels_mesh,1,1,5,748,yes,yes,yes,high,0,116.482,0.000,116.483
with_labels_mesh,1,1,5,749,maybe,yes,yes,high,0,661.793,0.000,661.793
with_labels_mesh,1,1,5,750,yes,yes,yes,high,0,116.020,0.000,116.021
with_labels_mesh,1,1,5,751,yes,yes,yes,high,0,114.817,0.000,114.818
with_labels_mesh,1,1,5,752,maybe,yes,yes,high,0,114.936,0.000,114.937
with_labels_mesh,1,1,5,753,no,maybe,maybe,medium,1,115.825,69.947,250.151
with_labels_mesh,1,1,5,754,yes,maybe,maybe,medium,1,117.078,69.302,261.709
with_labels_mesh,1,1,5,755,yes,maybe,maybe,medium,1,117.526,69.284,232.906
with_labels_mesh,1,1,5,756,yes,maybe,maybe,medium,1,116.826,68.944,224.967
with_labels_mesh,1,1,5,757,yes,maybe,maybe,medium,1,116.751,68.273,244.851
with_labels_mesh,1,1,5,758,no,yes,yes,high,0,664.362,0.000,664.363
with_labels_mesh,1,1,5,759,yes,yes,yes,high,0,115.243,0.000,115.244
with_labels_mesh,1,1,5,760,maybe,maybe,maybe,medium,1,114.552,68.543,229.694
with_labels_mesh,1,1,5,761,yes,maybe,maybe,medium,1,117.563,68.858,246.145
with_labels_mesh,1,1,5,762,no,maybe,maybe,medium,1,117.219,68.505,231.675
with_labels_mesh,1,1,5,763,no,maybe,maybe,medium,1,116.719,67.944,253.993
with_labels_mesh,1,1,5,764,maybe,yes,yes,high,0,117.470,0.000,117.471
with_labels_mesh,1,1,5,765,no,yes,yes,high,0,114.850,0.000,114.851
with_labels_mesh,1,1,5,766,yes,yes,yes,high,0,115.032,0.000,115.033
with_labels_mesh,1,1,5,767,maybe,maybe,maybe,medium,1,114.921,68.312,234.913
with_labels_mesh,1,1,5,768,no,maybe,maybe,medium,1,117.666,70.281,255.214
with_labels_mesh,1,1,5,769,maybe,yes,maybe,medium,1,117.873,68.724,239.660
with_labels_mesh,1,1,5,770,no,yes,yes,high,0,116.946,0.000,116.947
with_labels_mesh,1,1,5,771,yes,maybe,maybe,medium,1,115.088,69.030,232.462
with_labels_mesh,1,1,5,772,yes,maybe,maybe,medium,1,116.749,68.705,236.448
with_labels_mesh,1,1,5,773,no,maybe,maybe,medium,1,117.325,68.676,241.056
with_labels_mesh,1,1,5,774,no,yes,yes,high,0,664.654,0.000,664.655
with_labels_mesh,1,1,5,775,yes,yes,yes,high,0,114.821,0.000,114.822
with_labels_mesh,1,1,5,776,maybe,yes,yes,high,0,662.330,0.000,662.330
with_labels_mesh,1,1,5,777,yes,no,maybe,medium,1,115.222,68.714,237.088
with_labels_mesh,1,1,5,778,no,yes,yes,high,0,668.762,0.000,668.763
with_labels_mesh,1,1,5,779,yes,yes,maybe,medium,1,115.718,69.346,237.811
with_labels_mesh,1,1,5,780,yes,yes,maybe,medium,1,116.576,68.941,242.279
with_labels_mesh,1,1,5,781,yes,maybe,maybe,low,1,117.769,68.571,249.505
with_labels_mesh,1,1,5,782,yes,yes,yes,high,0,117.270,0.000,117.271
with_labels_mesh,1,1,5,783,maybe,yes,yes,high,0,116.180,0.000,116.180
with_labels_mesh,1,1,5,784,no,yes,yes,high,0,116.127,0.000,116.128
with_labels_mesh,1,1,5,785,yes,maybe,maybe,medium,1,115.705,68.682,232.635
with_labels_mesh,1,1,5,786,maybe,yes,yes,high,0,118.523,0.000,118.523
with_labels_mesh,1,1,5,787,yes,maybe,maybe,medium,1,115.461,68.622,240.532
with_labels_mesh,1,1,5,788,no,yes,maybe,medium,1,117.603,68.552,249.682
with_labels_mesh,1,1,5,789,no,maybe,maybe,medium,1,118.295,68.168,236.326
with_labels_mesh,1,1,5,790,no,maybe,maybe,medium,1,117.496,68.763,241.595
with_labels_mesh,1,1,5,791,no,maybe,maybe,medium,1,117.887,70.619,239.206
with_labels_mesh,1,1,5,792,no,yes,yes,high,0,117.185,0.000,117.186
with_labels_mesh,1,1,5,793,no,maybe,maybe,medium,1,116.008,69.341,249.331
with_labels_mesh,1,1,5,794,no,maybe,maybe,medium,1,117.326,69.372,237.705
with_labels_mesh,1,1,5,795,yes,yes,yes,high,0,116.760,0.000,116.760
with_labels_mesh,1,1,5,796,no,maybe,maybe,medium,1,115.631,68.546,241.422
with_labels_mesh,1,1,5,797,no,yes,yes,high,0,116.427,0.000,116.428
with_labels_mesh,1,1,5,798,yes,yes,maybe,medium,1,115.752,68.237,245.780
with_labels_mesh,1,1,5,799,maybe,yes,maybe,medium,1,117.813,68.322,241.229
with_labels_mesh,1,1,5,800,yes,yes,yes,high,0,668.679,0.000,668.679
with_labels_mesh,1,1,5,801,yes,maybe,maybe,medium,1,116.420,69.801,249.507
with_labels_mesh,1,1,5,802,maybe,yes,maybe,medium,1,117.318,69.412,255.850
with_labels_mesh,1,1,5,803,yes,yes,maybe,medium,1,669.859,68.998,789.688
with_labels_mesh,1,1,5,804,yes,yes,yes,high,0,118.074,0.000,118.075
with_labels_mesh,1,1,5,805,yes,yes,yes,high,0,115.564,0.000,115.565
with_labels_mesh,1,1,5,806,no,yes,yes,high,0,666.828,0.000,666.829
